集,条文数,年龄,吉凶断词
戌集,11713,97，98,行年一百生荆棘，西风吹落子猷舟。
戌集,11714,,菩提本是树明镜，亦非台前处尘埃
戌集,11715,57,母赴瑶池，三年泣血
戌集,11716,,良人有刑，主嫁癸亥夫。
戌集,11717,63，64,回禄之灾，是年难免。
戌集,11718,17，18,月出不堪云淡淡，花红无奈雨淋淋。
戌集,11719,36,妾氏生子。
戌集,11720,6,流年不顺，西风吹面青。
戌集,11721,95,大数已定，水向东流不复。
戌集,11722,57，58,窃盗相侵，流年不利。
戌集,11723,12,来年童运好，云开月正明。
戌集,11724,,贩卖度日过华年，公平交易便兴家。
戌集,11725,58,母赴瑶池，三年泣血。
戌集,11726,41，42,行运只防太岁冲，不能相克亦能空。
戌集,11727,71，72,娥眉懒画新时月，螺鬓常梳旧日容。
戌集,11728,9,花因雨滞容无色，草为春寒绿不明。
戌集,11729,37,侧室生子。
戌集,11730,37,无风起浪浪头高，纵欲停舟也见惊。
戌集,11731,6,六岁无母，莫大刑伤。
戌集,11732,59，60,盗贼相侵，流年有失。
戌集,11733,,辛苦泥瓦匠，衣食得丰荣。
戌集,11734,,东坡向禅寺，云龙山上色。
戌集,11735,29，30,一鞭快马岩前过，半叶孤舟浪里行。
戌集,11736,"99,100",枯枝遭雨打，槁叶被霜残。
戌集,11737,3，4,三四岁冲缝一阴，扬子江头苦叫天。
戌集,11738,23，24,庭帏昼永春如海，帘幕风悠月似钩。
戌集,11739,38,偏房生子。
戌集,11740,63，64,房考之年。
戌集,11741,40,中年夫妻，和气到老赛儿子。
戌集,11742,61，62,盗贼相侵，破家之祸。
戌集,11743,6,尧天舜日，往来皆亨。
戌集,11744,,文昌拱照，科甲及第。
戌集,11745,70,其年丧母，世上古稀。
戌集,11746,,招来火之子，配金水之妻方合。
戌集,11747,67，68,家自福兮隆，老来晚景乐融融。
戌集,11748,,离祖宗而事迁移，数由前定。
戌集,11749,39,侧室生子。
戌集,11750,7,十岁欠三春，母赴瑶池。
戌集,11751,6,数定幼年而亡，泣血西风泪几行。
戌集,11752,63，64,盗贼相侵，破家之祸。
戌集,11753,,迁他乡遂，创为始祖。
戌集,11754,,勤俭持家，衣禄无亏。
戌集,11755,25，26,自天佑之，无往不吉。
戌集,11756,,良玉深藏未，可量其蓄积。
戌集,11757,8,幼年防灾厄，恰似临深渊。
戌集,11758,25，26,年滞菱花藏袖里，金莲休向井中行。
戌集,11759,40,侧室生子。
戌集,11760,8,笑杀芝前总是痴，今朝作别待何如。
戌集,11761,85，86,闺中顺利，无是不悠悠。
戌集,11762,65，66,盗贼相侵，破家难免。
戌集,11763,,抚院职权，一省之事。
戌集,11764,15，16,翩翩黄鸟，集于泮林。
戌集,11765,,招得土木之子，配贤才之妻。
戌集,11766,11，12,家业财源生瑞气，绮罗席上日融融。
戌集,11767,56,母赴瑶池，三年泣血。
戌集,11768,45,数注中年而亡方合。
戌集,11769,41,侧室生子。
戌集,11770,40,花放随风情切切，水流叶落恨汪汪。
戌集,11771,30,母赴瑶池，三年泣血。
戌集,11772,65，66,盗贼相侵，被家难免。
戌集,11773,7，8,泮池之年。
戌集,11774,17,幼年入泮，身沐皇恩。
戌集,11775,21，22,官事缠身，流年之晦。
戌集,11776,69，70,花开当午日，犹如嫩柳遇春风。
戌集,11777,69，70,那有期颐寿，五福之中屈一指。
戌集,11778,,不是儒生，实是吏员。
戌集,11779,42,侧室生子。
戌集,11780,38,异路而选经历，数由前定。
戌集,11781,25,困于蒺藜，难免刑妻。
戌集,11782,69，70,盗贼相侵，流年有咎。
戌集,11783,,乍雨乍晴云里月，半开半路雨中花。
戌集,11784,,性悟不知身外事，不期恩命自天来。
戌集,11785,33，34,命犯朱雀，官事监事。
戌集,11786,,父子同黄甲，天发慈善门。
戌集,11787,,谈经留月夜，说法有清风。
戌集,11788,31,其年有纳宠之喜。
戌集,11789,31,夫死之年，悲莫大焉。
戌集,11790,45，46,卜商之叹，见于此年。
戌集,11791,26,困于蒺藜，不见其妻。
戌集,11792,25,宜家贞吉，闺门顺遂。
戌集,11793,,庭前春色，景致宜人。
戌集,11794,,名进贤关，身洒皇恩。
戌集,11795,39，40,科考之年，名当高列。
戌集,11796,,良人有刑，再嫁癸未。
戌集,11797,53，54,人情莫道春光暖，只恐秋来月夜寒。
戌集,11798,33，34,是年纳宠之喜。
戌集,11799,32,夫年之死，女之不幸。
戌集,11800,47，48,卜商之叹，定见此年。
戌集,11801,34,母赴瑶池，三年泣血。
戌集,11802,31,斯时无所求，闲中自优游。
戌集,11803,33，34,盗贼相侵，破家之灾。
戌集,11804,15,出于幽谷，迁于乔木。
戌集,11805,41，42,科岁之年，考必高列。
戌集,11806,21，22,良人有刑，再嫁甲申夫。
戌集,11807,,门内起干戈，家庭内不和。
戌集,11808,,冰冻三尺，非一日之寒。
戌集,11809,33,夫死之年，妇之不幸。
戌集,11810,49，50,卜商之叹，定见此年。
戌集,11811,28,困于蒺藜，难免刑妻。
戌集,11812,23,相安相乐庆流年，闺中人事幸无牵。
戌集,11813,,壬癸无情，闺中被溺。
戌集,11814,21,名登甲科。
戌集,11815,43，44,科考之年，名列超等。
戌集,11816,23，24,良人有刑，再嫁丙申。
戌集,11817,,天不变，道义不变，道之大原出于天。
戌集,11818,,天高皇帝远，人穷志气短。
戌集,11819,34,丧门相照，夫君难留。
戌集,11820,81，82,卜商之叹，其年定见。
戌集,11821,29,数该刑妻之年。
戌集,11822,24,斯时无所求，终日得优游。
戌集,11823,,东坡向禅寺，云龙山上色。
戌集,11824,,九州鼎沸，四海平安。
戌集,11825,45，46,科考之年，名必高列。
戌集,11826,25，26,门内起干戈，家庭内不和。
戌集,11827,,大椿八千岁，庄子游仙境。
戌集,11828,,椿庭萱堂寿为仙。
戌集,11829,35,夫死之年，人之不幸。
戌集,11830,53，54,卜商之叹，定见此年。
戌集,11831,30,数注其人难到老，琵琶拔山断肠声。
戌集,11832,27,闺中和顺，快乐优游。
戌集,11833,24,春色惨淡，栏杆黯然。
戌集,11834,52,中馈人亡，未免寂寞。
戌集,11835,33，34,命犯朱雀，官事难免。
戌集,11836,27，28,门内起干戈，家庭内不和。
戌集,11837,29，30,清风为友，明月相知。
戌集,11838,,万里无云天一色，长江水静浪无痕。
戌集,11839,36,夫死之年，人之不幸。
戌集,11840,55，56,卜商叹财，君今亦然。
戌集,11841,,不是忧愁，就是疾病。
戌集,11842,41，42,破家之祸，罗陀入限。
戌集,11843,53，54,半夜有人酬夙债，两年无事入公门。
戌集,11844,24,名登庠序，光宗耀祖。
戌集,11845,25，26,命犯朱雀，官事临身。
戌集,11846,29，30,门外起干戈，家庭内不和。
戌集,11847,55，56,杨花飞点点，保慎越前溪。
戌集,11848,,十岁父亡，为命不坚。
戌集,11849,49,侧室生子。
戌集,11850,41,母赴瑶池，三年泣血。
戌集,11851,29,母赴瑶池，三年泣血。
戌集,11852,43，44,破家之祸，火星入限。
戌集,11853,,不及调和盐梅，乃为商贾之客。
戌集,11854,25,名进贤关，身沐皇恩。
戌集,11855,37，38,命犯朱雀，官事临身。
戌集,11856,31，32,门庭起干戈，家庭总不和。
戌集,11857,53，54,家肥屋润般般遂，子秀荣华事事昌。
戌集,11858,45，46,喜庆重重得，登科兆熊罴。
戌集,11859,50,侧室生子。
戌集,11860,13,幼年丧母，人生不幸。
戌集,11861,,三月残花，花落花开。
戌集,11862,45，46,蹉跎之年，破家之祸。
戌集,11863,65，66,钦命典试。
戌集,11864,26,出于幽谷，迁于泮林。
戌集,11865,39，40,命犯朱雀，官事临身。
戌集,11866,33，34,门庭起干戈，家内事不和。
戌集,11867,19，20,时也通运也通，恰如杨柳遇春风。
戌集,11868,40,乡科及第。
戌集,11869,51,妾氏生子。
戌集,11870,,土木之年刑妻方合。
戌集,11871,59,细雨霏霏逐暗尘，阳台关上送行人。
戌集,11872,47,晦气之年，破家之祸。
戌集,11873,,娶女为室，数由前定。
戌集,11874,27,名登庠序。
戌集,11875,41，42,命犯朱雀，官事难免。
戌集,11876,35，36,门外起干戈，家庭总不和。
戌集,11877,,五六年来多晦咎，七八岁内亦如之。
戌集,11878,,金木之年进庠，水火之年出贡。
戌集,11879,52,侧室生子。
戌集,11880,,祖宗寿有残，数注有其中。
戌集,11881,69,晚年夫妻，难免其悲。
戌集,11882,49，50,晦气之年，破家之祸。
戌集,11883,,桃花带路，灼灼宜人。
戌集,11884,28,名登庠序。
戌集,11885,43，44,命犯朱雀，官事临身。
戌集,11886,37，38,门内起干戈，庭内家不和。
戌集,11887,,王侯之位，五福俱备。
戌集,11888,19,喜也生子，不幸妻亡。
戌集,11889,53,妾氏生子。
戌集,11890,10,年方十岁，其数已完。
戌集,11891,83,落花春去矣，飞絮景萧然。
戌集,11892,51,晦气之年，破家之祸。
戌集,11893,41,乡科及第。
戌集,11894,29,名登庠序。
戌集,11895,45，46,命犯朱雀，官事难免。
戌集,11896,39，40,门内起干戈，家庭事不和。
戌集,11897,53，54,家庭赓关雎之化，内助叶麟趾之休。
戌集,11898,,金水之年进庠，木火之年补廪。
戌集,11899,54,妾氏生子。
戌集,11900,,夫命属水，命中注定。
戌集,11901,37,母赴瑶池，三年泣血。
戌集,11902,53，54,蹉跎不利，破家之祸。
戌集,11903,65，66,从此数年无阻碍，殷勤教子得前贤。
戌集,11904,34,出于幽谷，迁于泮林。
戌集,11905,47，48,命犯朱雀，官事临身。
戌集,11906,41，42,门内起干戈，家庭事不和。
戌集,11907,,数注其人，针工之业。
戌集,11908,15,志学丧慈亲，终天之恨。
戌集,11909,52,侧室生子。
戌集,11910,49，50,演武及第。
戌集,11911,69,人生七十古来稀，胡为六九竟归期。
戌集,11912,57，58,盗贼相侵，破财之象。
戌集,11913,,连理枝头花正开，有女入泮来。
戌集,11914,31,出于幽谷，迁于泮林。
戌集,11915,49，50,命犯朱雀，官事缠身。
戌集,11916,41，42,门内不和，家室口舌。
戌集,11917,63，64,梅向腊中呈玉蕊，菊从霜下绽金英。
戌集,11918,7,幼年生疑忌，俄惊月夜霜。
戌集,11919,56,妾氏生子。
戌集,11920,78,大数已定，何必复查。
戌集,11921,8,命岁不坚，八岁登仙。
戌集,11922,5,乱年破家，一生难顺。
戌集,11923,8,命逢美运滔滔好，耿耿长明不夜天。
戌集,11924,32,出于幽谷，迁于泮林。
戌集,11925,51，52,命犯朱雀，官事难免。
戌集,11926,45，46,门内不和平，口舌起干戈。
戌集,11927,,三岁无母，人生不幸。
戌集,11928,68,将至古稀，一梦入华胥。
戌集,11929,57,妾氏生子。
戌集,11930,,幼年破家，一生不幸。
戌集,11931,8,八岁无恃，母赴瑶池。
戌集,11932,59，60,盗贼破家，钱财难留。
戌集,11933,9，10,童年小恙，乍雨乍风。
戌集,11934,33,名登庠序。
戌集,11935,53，54,命犯朱雀，官非本侵。
戌集,11936,47，48,门内起干戈，家庭事不和。
戌集,11937,59，60,水大有船休过渡，月明无伴勿登程。
戌集,11938,25，26,安然无事，家室康宁。
戌集,11939,58,侧室生子。
戌集,11940,,喜也生子，不幸妻亡。
戌集,11941,25，26,闺中愁怀，无计消解。
戌集,11942,19,此年丧母，人生不幸。
戌集,11943,75，76,夜雨洗开翁促眼，西风摇动伯牙琴。
戌集,11944,24,出于幽谷，迁于泮林。
戌集,11945,55，56,命犯朱雀，官非难免。
戌集,11946,49，50,门内干戈，家庭不和。
戌集,11947,,终日昏昏，酒醉人间。
戌集,11948,,有弄璋弄瓦之喜。
戌集,11949,59,侧室生子。
戌集,11950,,百年一岁，万物总空。
戌集,11951,34,十事心头总未全，幽魂早已入黄泉。
戌集,11952,,荫荣千总，数由前定。
戌集,11953,19，20,早晨已过无此事，帘幕风生锦绣香。
戌集,11954,78,泮池之年。
戌集,11955,57，58,命犯朱雀，官非难免。
戌集,11956,51，52,门内干戈，家庭不和。
戌集,11957,61,花甲云周风飞西。
戌集,11958,25，26,家庭迪吉，喜气盈门。
戌集,11959,60,妾氏生子。
戌集,11960,38,母赴瑶池，三年泣血。
戌集,11961,,大椿八千岁，庄子游仙境。
戌集,11962,,喜也生子，不幸妻亡。
戌集,11963,,饮酒茹劳无我份，数中注定学道真。
戌集,11964,36,出于幽谷，迁于泮林。
戌集,11965,59，60,命犯朱雀，官事临身。
戌集,11966,53，54,家庭不和，门内干戈。
戌集,11967,,招木金之子，配水之妻方合。
戌集,11968,27，28,喜中之喜生憔悴，灾处生灾事不成。
戌集,11969,61,妾氏生子。
戌集,11970,9,流年九岁，母赴瑶池。
戌集,11971,19，20,风急漫行江上艇，雨寒休向客中居。
戌集,11972,77，78,马行不觉逢中陷，宿鸟宁知暗里弓。
戌集,11973,,屋连三五座，闲立一庭园。
戌集,11974,37,名登庠序。
戌集,11975,,只念弥陀不脱尘，在家修道一俗人。
戌集,11976,55，56,门内干戈，家庭不和。
戌集,11977,,房考之年。
戌集,11978,,祖亚不靠，自创家园。
戌集,11979,62,侧室生子。
戌集,11980,12,母赴瑶池，三年泣血。
戌集,11981,83,驾鹤乘云去，飘然竟不回。
戌集,11982,89，90,桃嫩不禁三月雨，杜鹃啼血五更天。
戌集,11983,78,菊花霜威重，苍天雨露浓。
戌集,11984,38,名登庠序。
戌集,11985,,中年食素，前生善报。
戌集,11986,57，58,家庭不和，门内干戈。
戌集,11987,,义女为役，前生注定。
戌集,11988,,此数甚奇，定国安邦。
戌集,11989,63,侧室生子。
戌集,11990,4,幼年丧母，人之不幸。
戌集,11991,,父子同登科，天发善门兴。
戌集,11992,,一周二岁多疾厄。
戌集,11993,23，24,闺中春暖，兰馨处处挂沉香。
戌集,11994,39,名进贤关，身沐皇恩。
戌集,11995,39，40,不觉一番风雨至，不关情处也关情。
戌集,11996,59，60,门内起干戈，家庭内不和。
戌集,11997,95，96,忙来不觉春风暖，吹落冰霜满华堂。
戌集,11998,1,童年一二岁，杨柳风寒水面生。
戌集,11999,64,妾氏生子。
戌集,12000,,一字记之曰忍，忍之海阔天空。
亥集,12001,,一周而父亡，女之不幸。
亥集,12002,,玉人有刑，四娶甲子妻。
亥集,12003,,子年有婚配之喜。
亥集,12004,40,翩翩黄鸟，入于泮林。
亥集,12005,,桂籍板登难重遂，桥关由发心高飞。
亥集,12006,21，22,出门交友有功无咎。
亥集,12007,25,是年子，不幸妻亡。
亥集,12008,15，16,母死妻又亡，命带两度刑伤。
亥集,12009,,理达阴阳，隆恩宠赐。
亥集,12010,,一品夫人贵，人间国学妻。
亥集,12011,,二岁父亡，女之不幸。
亥集,12012,,玉人有刑，四娶丙子。
亥集,12013,,丑年有婚配之喜。
亥集,12014,41,名进宫墙，弓马入泮。
亥集,12015,,夜寒鸳帐衾懒展，日锁妆台镜少开。
亥集,12016,23，24,琅圩竹照平安日，禅室幽闲祸不生。
亥集,12017,26,喜生一人，不幸妻亡。
亥集,12018,17，18,不幸萱花坠，谁知镜破分。
亥集,12019,,云鬓蓬松心懒整，玉颜消瘦有忧疑。
亥集,12020,,人生由命，富贵在天。
亥集,12021,,三岁父亡，女之不幸。
亥集,12022,,玉人有刑，四娶戊子。
亥集,12023,,寅年有婚配之喜。
亥集,12024,42,名进贤关，身沐皇恩。
亥集,12025,,姓名芳香传万古，君门彪炳最英奇。
亥集,12026,25，26,上苑奇花呈富贵，禅门翠竹绿云华。
亥集,12027,27,喜生一子，不幸妻亡。
亥集,12028,19，20,母赴瑶池，妻游阆苑。
亥集,12029,29，30,日丽野梅犹带雪，风和杨柳更含烟。
亥集,12030,30,克俭克勤称淑女，内助持家数有方。
亥集,12031,,四岁父亡，女之不幸。
亥集,12032,,玉人有刑，四配庚子。
亥集,12033,,卯年有婚配之喜。
亥集,12034,43,名登学册，身沐皇恩。
亥集,12035,43,平生慈善乐天真，磨节流芳启后人。
亥集,12036,27，28,访友寻师，有吉有利。
亥集,12037,28,喜生一子，又见妻亡。
亥集,12038,27，28,不幸母广，妻又见伤。
亥集,12039,,阴籴阳籴非可效，插沙入水必招灾。
亥集,12040,,岁在甲子，天下大吉。
亥集,12041,,五岁父亡，女之不幸。
亥集,12042,,玉人有刑，四娶壬子。
亥集,12043,,辰年有婚配之喜。
亥集,12044,44,名进贤关，身沐皇恩。
亥集,12045,,清风明月夜，涧边听猿声。
亥集,12046,29，30,寂寂入空门，徜徉自得乐。
亥集,12047,29,是年生子，谁料妻亡。
亥集,12048,23，24,母赴瑶池，三年泣血。
亥集,12049,,鹿鸣沾宠宴，桃花浪暖听春雷。
亥集,12050,,岁在甲子，天下大吉。
亥集,12051,,六岁父亡，女之不幸。
亥集,12052,,玉人有刑，四娶乙丑。
亥集,12053,,巳年有婚配之喜。
亥集,12054,45,名进贤关，身沐皇恩。
亥集,12055,,圭璋自是清闲福，格局偏谐治世音。
亥集,12056,31，32,福享安然清风，明月乐无边。
亥集,12057,30,喜生一子，不幸妻亡。
亥集,12058,25，26,母死妻亡，两度悲伤。
亥集,12059,,春风荡万里，迎来百花香。
亥集,12060,,岁在甲子，天下大吉。
亥集,12061,,七岁父亡，女之不幸。
亥集,12062,,四娶丁丑之妻，方免刑克。
亥集,12063,,午年有婚配之喜。
亥集,12064,46,身登泮宫，名入贤关。
亥集,12065,,少年生计未全成，中道运来必是荣。
亥集,12066,23，24,清闲浑无事，卓立出风尘。
亥集,12067,31,是年生子，不幸妻亡。
亥集,12068,27，28,母死妻亡，两度悲伤。
亥集,12069,,妻命宜配小，方可得白头。
亥集,12070,,一周刑母，女之不幸。
亥集,12071,,父亡于八岁，女命带刑。
亥集,12072,,四娶己丑之妻，方免刑克。
亥集,12073,,未年有婚配之喜。
亥集,12074,47,名登泮林，身沐皇恩。
亥集,12075,35，36,日离海角千山秀，月到中天分外明。
亥集,12076,36,如松之盛，兆瑞祯祥。
亥集,12077,32,喜生一子，又见妻亡。
亥集,12078,29，30,萱草凋琴音，两度刑伤人。
亥集,12079,,此刻逢长生，发财得鸿运。
亥集,12080,,二岁母亡，女之不幸。
亥集,12081,9,数未满旬，女刑父亲。
亥集,12082,,四配辛丑妻，先天注定。
亥集,12083,,申年婚配之喜。
亥集,12084,48,名进贤关，身沐皇恩。
亥集,12085,,此刻生人，兄弟不多。
亥集,12086,47，48,日清月静，禅林心怡。
亥集,12087,32,喜生一子，谁料妻亡。
亥集,12088,31，32,二杀相临，母妻俱故。
亥集,12089,,公平正直，冠带临身。
亥集,12090,,三岁母亡，女命刑伤。
亥集,12091,20,白虎照闺门，父死泪涟涟。
亥集,12092,54,四配癸丑妻，方免再刑。
亥集,12093,,酉年有婚配之喜。
亥集,12094,,名列贤关，身游泮水。
亥集,12095,,云髻梳困凤折，又无男女孤身。
亥集,12096,34,诸吉悉至，光被四表。
亥集,12097,33，34,喜生一子，不幸妻亡。
亥集,12098,,母妻俱死，一年两刑。
亥集,12099,,辰时贵人逢，财运必盈盈。
亥集,12100,,四岁刑母，女之不幸。
亥集,12101,11,白虎照闺门，父死女不幸。
亥集,12102,,四配甲寅妻，方得到老。
亥集,12103,,戌年有婚配之喜。
亥集,12104,50,足步青云，名列庠序。
亥集,12105,,良人割断中天路，孤身青春守节人。
亥集,12106,23，24,朝功暮课，享福悠悠。
亥集,12107,35,喜生一子，不幸妻亡。
亥集,12108,35，36,二杀临门，母妻俱故。
亥集,12109,,午时贵人逢，财运必丰盈。
亥集,12110,,五岁母亡，女之不幸。
亥集,12111,12,白虎临门，女刑父亲。
亥集,12112,,四配丙寅妻，先天注定。
亥集,12113,,亥年有婚配之喜。
亥集,12114,50,名列贤关，身沐皇恩。
亥集,12115,43，44,幽冥有路途，茫茫入西京。
亥集,12116,43，44,天官地符，禅僧作福。
亥集,12117,36,喜生一子，不幸妻亡。
亥集,12118,37，38,母妻俱故，命带两刑。
亥集,12119,,未时贵人逢，财运必丰盈。
亥集,12120,,六岁克母，女之不幸。
亥集,12121,,白虎临门，女刑父亲。
亥集,12122,,四配戊寅妻，先天注定。
亥集,12123,,子属鼠，先天定数。
亥集,12124,52,身列黄宫，名挂青衿。
亥集,12125,,官居极品，东西南北总兵权。
亥集,12126,45，46,良宵有景皆堪羡，满院谈经伴月明。
亥集,12127,37,是年生子，谁料钗分。
亥集,12128,39，40,风落萱花，琴弦又断。
亥集,12129,,申时贵人逢，财运必丰盈。
亥集,12130,,七岁刑母，女失所依。
亥集,12131,14,白虎照闺门，父死女不幸。
亥集,12132,,四娶庚寅妻，方免再刑。
亥集,12133,,子属牛，先天定数。
亥集,12134,53,高登天榜，鸿案标名。
亥集,12135,27,身赴翰苑，明星璀烁。
亥集,12136,47，48,不但师徒无厄难，更言福寿又加增。
亥集,12137,38,喜生一子，不幸妻亡。
亥集,12138,41，42,母死妻亡，两度刑伤。
亥集,12139,,操生杀之权，寄封疆之职。
亥集,12140,,八岁母亡，女之不幸。
亥集,12141,15,白虎临门，女刑父亲。
亥集,12142,,四娶壬寅妻，方免刑克。
亥集,12143,,子属虎，先天定数。
亥集,12144,54,身入泮林，芹香可美。
亥集,12145,,燕子未逢旧故主，黄泥衔尽不成巢。
亥集,12146,49，50,禅林寂静处，红尘哪里来。
亥集,12147,39,喜生一子，悲亡其妻。
亥集,12148,43，44,萱花琴弦断，悲中加悲。
亥集,12149,,无缘祖业，自创成家。
亥集,12150,,岁未满旬，闺中失母。
亥集,12151,16,白虎临门，女刑其父。
亥集,12152,,玉人屡刑，四娶乙卯妻。
亥集,12153,,子属兔，先天定数。
亥集,12154,55,数当入泮，老来之荣。
亥集,12155,,历事能干持家有，火性治事最温良。
亥集,12156,51，52,及时花果献，风到佛堂前。
亥集,12157,40,喜生一子，不幸妻亡。
亥集,12158,45，46,母死妻亡，两度刑伤。
亥集,12159,,羡君毕世路坦夷，宛然春色满皇州。
亥集,12160,10,少年刑母，女之不幸。
亥集,12161,17,白虎照命，女刑父亲。
亥集,12162,,主人屡刑，四娶丁卯妻。
亥集,12163,,子属龙，先天定数。
亥集,12164,56,老年入泮，晚运通达。
亥集,12165,,所行正大，人道之义。
亥集,12166,53，54,寻师访友，泉流岩畔遇知音。
亥集,12167,41,喜生一子，谁料妻亡。
亥集,12168,47，48,母死妻亡，两度刑伤。
亥集,12169,,本是方寸地，能画虎雕龙。
亥集,12170,11,少年母死，人之不幸。
亥集,12171,18,父死之年，女之不幸。
亥集,12172,,玉人多刑，四娶己卯妻。
亥集,12173,,子属蛇，先天定数。
亥集,12174,57,数该入泮，晚运通达。
亥集,12175,,酉时贵人逢，财运必丰盈。
亥集,12176,55，56,内处康宁，师徒亨福。
亥集,12177,42,喜生一子，不料钗分。
亥集,12178,49，50,母死妻亡，一年两伤。
亥集,12179,,清夜不闻芹香雨，东风时凑五弦琴。
亥集,12180,12,是年丧母，女之不幸。
亥集,12181,19,父死之年，女之不幸。
亥集,12182,,玉人有刑，四娶辛卯妻。
亥集,12183,,子属马，先天定数。
亥集,12184,58,身当入泮，得挂青衿。
亥集,12185,,继业更新业，财广二字重圭璋。
亥集,12186,57，58,内外安宁师徒庆，芒鞋踏破没处寻。
亥集,12187,43,喜生一子，悲也妻亡。
亥集,12188,52,不幸萱花萎，谁知又断弦。
亥集,12189,,夕阳故道谁人识，禾黍秋风听马嘶。
亥集,12190,13,是年母死，女之不幸。
亥集,12191,20,父死之年，女之不幸。
亥集,12192,,四配癸卯妻，先天注定。
亥集,12193,,子属羊，先天定数。
亥集,12194,59,老年入泮，喜也何如。
亥集,12195,,生平多巧计，白手自兴家。
亥集,12196,59，60,好将善诀传徒弟，乐我逍遥一片心。
亥集,12197,44,喜生一子，不料妻亡。
亥集,12198,53，54,母死妻亡，两度悲伤。
亥集,12199,,一生富贵命荣华，无刑无灾锦中花。
亥集,12200,14,母死之年，女之不幸。
亥集,12201,21,父死之年，女之不幸。
亥集,12202,,四娶甲辰妻，先天注定。
亥集,12203,,子属猴，先天定数。
亥集,12204,60,花甲入泮，老当益壮。
亥集,12205,60,鸳鸯酒醉心未死，鸾台重下换新衣。
亥集,12206,,兴家创业人财旺，锦上添花气象新
亥集,12207,45,喜生一子，不幸妻亡。
亥集,12208,55，56,母死妻亡，两度之悲。
亥集,12209,,宏开利路，十几年来大发财。
亥集,12210,15,母死之年，女之不幸。
亥集,12211,22,父死之年，女之不幸。
亥集,12212,,四娶壬辰妻，先天注定。
亥集,12213,,子属鸡，先天定数。
亥集,12214,,有子先生女，数注于前。
亥集,12215,,彭城白璧出蓝田，丹凤高翔上九天。
亥集,12216,,壮观出门从此显，那空那色上人名。
亥集,12217,46,喜生一子，谁料妻亡。
亥集,12218,57，58,母死妻亡，悲中见伤。
亥集,12219,,戌时贵人逢，财运必丰盈。
亥集,12220,,母死之年，女之不幸。
亥集,12221,23,父死之年，女之不幸。
亥集,12222,,四娶戊辰妻，先天注定。
亥集,12223,,子属狗，先天定数。
亥集,12224,,借老二春足，古稀之数。
亥集,12225,,双亲归世在何日，数定母先赴瑶池，
亥集,12226,25，26,丧门相照，忧及于师。
亥集,12227,47,喜生一子，谁料妻亡。
亥集,12228,59，60,母死妻亡，两度刑伤。
亥集,12229,,不求名达受奔波，啸傲林泉乐意多。
亥集,12230,17,母死之年，女之不幸。
亥集,12231,24,父死之年，女之不幸。
亥集,12232,,四娶庚辰妻，先天注定。
亥集,12233,,子属猪，先天定数。
亥集,12234,,卜君阳年，终于八九。
亥集,12235,41,房内闻香。
亥集,12236,,荒村客路眠宜早，野店风霜起要迟。
亥集,12237,48,喜生一子，谁料妻亡。
亥集,12238,61,母死妻亡，一年两伤。
亥集,12239,,亥时贵人逢，财运必丰盈。
亥集,12240,18,母死之年，女之不幸。
亥集,12241,25,父死之年，女之不幸。
亥集,12242,,四娶壬辰妻，先天注定。
亥集,12243,,女属鼠，数中注定。
亥集,12244,,一窗明月供孤灯。
亥集,12245,,此刻生人，夫妇必齐眉。
亥集,12246,,不敛生涯不耕田，一生常在贵人边。
亥集,12247,49,产儿妻故，两处生悲。
亥集,12248,63，64,母死妻亡，两不幸也。
亥集,12249,,秋月梧桐经夜雨，春风桃李一番新。
亥集,12250,19,母死之年，女之不幸。
亥集,12251,26,父死之年，女之不幸。
亥集,12252,,四娶乙巳妻，先天注定。
亥集,12253,,女属牛，数中注定。
亥集,12254,,善始善终，天报善人。
亥集,12255,,父先母后，数前注定。
亥集,12256,,利夫益子，正助夫贤。
亥集,12257,50,喜生一子，不幸妻亡。
亥集,12258,57，58,母死妻亡，一年两悲。
亥集,12259,,驿马照命，早离乡井。
亥集,12260,20,母死之年，女之不幸。
亥集,12261,27,父死之年，女之不幸。
亥集,12262,,四娶丁巳妻，先天注定。
亥集,12263,,女属虎，数中注定。
亥集,12264,69,卜君之寿，古稀欠一春。
亥集,12265,,贵人逢之，鸿运亨达。
亥集,12266,,节干青春如玉洁，老艳乌云乱惹飞。
亥集,12267,51,喜生一子，不幸妻亡。
亥集,12268,57，58,母死妻亡，不幸之甚。
亥集,12269,,专在衙门手，有余钱妻子光辉。
亥集,12270,21,母死之年，女之不幸。
亥集,12271,28,父死之年，女之不幸。
亥集,12272,,四娶己巳妻，先天注定。
亥集,12273,,女属兔，数中注定。
亥集,12274,,借老三春，以足古稀。
亥集,12275,,贵人逢之，鸿运亨达。
亥集,12276,,数注腰横犀角带，金花衔洒沐皇恩。
亥集,12277,52,喜生一子，谁知妻亡。
亥集,12278,69，70,母死妻亡，一年两度刑伤。
亥集,12279,,贵人逢之，鸿运亨达。
亥集,12280,22,母死之年，女之不幸。
亥集,12281,29,父死之年，女之不幸。
亥集,12282,,四娶辛巳妻，先天注定。
亥集,12283,,女属龙，数中注定。
亥集,12284,,借老三春，凑成花甲。
亥集,12285,,贵人逢之，鸿运亨通。
亥集,12286,37，38,师传涅槃，雪衣临身。
亥集,12287,53,喜生一子，不幸妻亡。
亥集,12288,,吉人必有天相。
亥集,12289,,辟雍成名，琼林夺锦。
亥集,12290,23,母死之年，女之悲也。
